	BLOCKID10	First_POI	Second_POI	Third_POI	Fourth_POI	Fifth_POI	ARPCIncome	ARPerHEdu	ARPerWork	ARPerRMI5L	ARPer3MU	ARPopDen	ARPerAA	ARHeteInx	ARPerM1724	ARPerHOwn	ARPerSF	NIBRSclass	Place2	Report_Dat	Street_Nam
28	371190030132018	NOTHING BUT NOODLES	FLYING BISCUIT CAFE LLC	STONECREST VETERINARY CLINIC	DOOLITTLES	STARBUCKS CORPORATION	inc-12/15	edu-7/15	empl-11/15	lt5y-1/15	3mu-1/12	popden-8/15	afro-1/13	hetero-8/14	youngm-2/14	own-13/15	sinpar-5/15	Forcible Fondling	Other - Commercial Place	04-2x	REA
29	371190013003000	PLAZA SPORTS BAR INC	LUCKEY'S TV & VCR SVC	FIRST CARE MEDICAL CLINIC	drinking	STEPHANIE BALLENTINE DDS PA	inc-11/15	edu-13/15	empl-13/15	lt5y-4/15	3mu-1/12	popden-2/15	afro-5/13	hetero-8/14	youngm-14/14	own-9/15	sinpar-2/15	Forcible Fondling	Private Residence	04-2x	VIRGINIA
30	371190047001015	CRIME STOPPERS	VERIZON BUSINESS	ALLNET COMMUNICATIONS SERVICES INC	ALEXANDER ST INVESTORS	CHARLOTTE DISPUTE SETTLEMENT	inc-2/15	edu-15/15	empl-2/15	lt5y-8/15	3mu-6/12	popden-3/15	afro-11/13	hetero-2/14	youngm-13/14	own-7/15	sinpar-10/15	Forcible Fondling	Private Residence	04-2x	TRADE
31	371190047001015	CRIME STOPPERS	VERIZON BUSINESS	ALLNET COMMUNICATIONS SERVICES INC	ALEXANDER ST INVESTORS	CHARLOTTE DISPUTE SETTLEMENT	inc-2/15	edu-15/15	empl-2/15	lt5y-8/15	3mu-6/12	popden-3/15	afro-11/13	hetero-2/14	youngm-13/14	own-7/15	sinpar-10/15	Forcible Fondling	Private Residence	04-2x	TRADE
32	371190047001015	CRIME STOPPERS	VERIZON BUSINESS	ALLNET COMMUNICATIONS SERVICES INC	ALEXANDER ST INVESTORS	CHARLOTTE DISPUTE SETTLEMENT	inc-2/15	edu-15/15	empl-2/15	lt5y-8/15	3mu-6/12	popden-3/15	afro-11/13	hetero-2/14	youngm-13/14	own-7/15	sinpar-10/15	Forcible Fondling	Private Residence	05-0x	TRADE
33	371190047001015	BLACKFINN CLT LLC	CONCRETE STRATEGIES LLC	FLAHERTY & COLLINS CONSTRUCTION	THE RITZ CARLTON HOTEL COMPANY LLC	ILLUM'E	inc-2/15	edu-15/15	empl-2/15	lt5y-8/15	3mu-6/12	popden-3/15	afro-11/13	hetero-2/14	youngm-13/14	own-7/15	sinpar-10/15	Forcible Fondling	Hotel/Motel	05-0x	TRADE
34	371190056041000	CAMPUS EDGE CLUB & APTS	UNIVERSITY ADULT CARE INC	MALLARD GREEN LLC	CIRCLE K	WHISKER SITTERS	inc-2/15	edu-15/15	empl-11/15	lt5y-15/15	3mu-11/12	popden-2/15	afro-12/13	hetero-1/14	youngm-8/14	own-3/15	sinpar-10/15	Forcible Fondling	Apartment/Duplex Private Res	05-0x	VARSITY
35	371190047001015	CRIME STOPPERS	VERIZON BUSINESS	ALLNET COMMUNICATIONS SERVICES INC	ALEXANDER ST INVESTORS	CHARLOTTE DISPUTE SETTLEMENT	inc-2/15	edu-15/15	empl-2/15	lt5y-8/15	3mu-6/12	popden-3/15	afro-11/13	hetero-2/14	youngm-13/14	own-7/15	sinpar-10/15	Forcible Fondling	Private Residence	05-1x	TRADE
36	371190047001015	CRIME STOPPERS	VERIZON BUSINESS	ALLNET COMMUNICATIONS SERVICES INC	ALEXANDER ST INVESTORS	CHARLOTTE DISPUTE SETTLEMENT	inc-2/15	edu-15/15	empl-2/15	lt5y-8/15	3mu-6/12	popden-3/15	afro-11/13	hetero-2/14	youngm-13/14	own-7/15	sinpar-10/15	Forcible Fondling	Other - Open Area	05-1x	TRADE
37	371190030161000	ALLTEL COMMUNICATIONS LLC	SUBWAY SANDWICHES & SALADS	WAL-MART STORES INC	walmart	BARNES & NOBLE BOOKSELLERS	inc-11/15	edu-11/15	empl-7/15	lt5y-13/15	3mu-10/12	popden-10/15	afro-4/13	hetero-11/14	youngm-6/14	own-2/15	sinpar-6/15	Forcible Fondling	Department Store	05-1x	PINEVILLE-MATTHEWS
38	371190047001015	CRIME STOPPERS	VERIZON BUSINESS	ALLNET COMMUNICATIONS SERVICES INC	ALEXANDER ST INVESTORS	CHARLOTTE DISPUTE SETTLEMENT	inc-2/15	edu-15/15	empl-2/15	lt5y-8/15	3mu-6/12	popden-3/15	afro-11/13	hetero-2/14	youngm-13/14	own-7/15	sinpar-10/15	Forcible Fondling	Other - Open Area	05-2x	TRADE
39	371190031061001	YOUNG WOMENS CHRISTIAN ASSOC	CAROLINA PLASTIC CO	MINH HONG	ARCHDALE CHURCH OF CHRIST	SELMARK	inc-10/15	edu-6/15	empl-13/15	lt5y-6/15	3mu-7/12	popden-5/15	afro-1/13	hetero-7/14	youngm-2/14	own-12/15	sinpar-9/15	Forcible Fondling	Public Housing Private	05-2x	LEAFCREST
40	371190045001002	UNIVERSITY CHARLOTTE APTS LLC	TRINITY TELECOM LLC	STANDARD CRANKSHAFT CO INC	ASHTON INNOVATIONS INC	CABINETS	inc-2/15	edu-13/15	empl-1/15	lt5y-9/15	3mu-5/12	popden-12/15	afro-11/13	hetero-4/14	youngm-8/14	own-3/15	sinpar-15/15	Forcible Fondling	Apartment/Duplex Private Res	05-2x	SOUTHWEST
41	371190047001015	CRIME STOPPERS	VERIZON BUSINESS	ALLNET COMMUNICATIONS SERVICES INC	ALEXANDER ST INVESTORS	CHARLOTTE DISPUTE SETTLEMENT	inc-2/15	edu-15/15	empl-2/15	lt5y-8/15	3mu-6/12	popden-3/15	afro-11/13	hetero-2/14	youngm-13/14	own-7/15	sinpar-10/15	Forcible Fondling	Private Residence	05-2x	TRADE
42	371190045001010	CHINA CITY	ALL IMPROVEMENTS	BROOKSHIRE AMOCO	hotels	AFFORDABLE DENTURES DENTAL LAB INC	inc-2/15	edu-13/15	empl-1/15	lt5y-9/15	3mu-5/12	popden-11/15	afro-8/13	hetero-4/14	youngm-11/14	own-3/15	sinpar-13/15	Forcible Fondling	Private Residence	05-2x	NELSON
43	371190047001015	CRIME STOPPERS	VERIZON BUSINESS	ALLNET COMMUNICATIONS SERVICES INC	ALEXANDER ST INVESTORS	CHARLOTTE DISPUTE SETTLEMENT	inc-2/15	edu-15/15	empl-2/15	lt5y-8/15	3mu-6/12	popden-3/15	afro-11/13	hetero-2/14	youngm-13/14	own-7/15	sinpar-10/15	Forcible Fondling	Other - Open Area	05-2x	TRADE
44	371190047001015	CRIME STOPPERS	VERIZON BUSINESS	ALLNET COMMUNICATIONS SERVICES INC	ALEXANDER ST INVESTORS	CHARLOTTE DISPUTE SETTLEMENT	inc-2/15	edu-15/15	empl-2/15	lt5y-8/15	3mu-6/12	popden-3/15	afro-11/13	hetero-2/14	youngm-13/14	own-7/15	sinpar-10/15	Forcible Fondling	Government Building	05-2x	TRADE
45	371190047001015	OMNI CHARLOTTE HOTEL	ILLUM'E	THE WACKENHUT CORP	JONES LANG LASALLE AMERICAS INC	BANK OF AMERICA NATIONAL ASSOCIATIO	inc-2/15	edu-15/15	empl-2/15	lt5y-8/15	3mu-6/12	popden-3/15	afro-11/13	hetero-2/14	youngm-13/14	own-7/15	sinpar-10/15	Forcible Fondling	Hotel/Motel	05-2x	TRADE
46	371190015051002	HESS TIRE & AUTO SERVICE INC	ENTERPRISE LEASING COMPANY	BIGNON'S AFRICAN HAIR BRAIDING	HONDWORKS	WEBTAX	inc-8/15	edu-7/15	empl-10/15	lt5y-3/15	3mu-2/12	popden-13/15	afro-7/13	hetero-13/14	youngm-3/14	own-13/15	sinpar-7/15	Forcible Fondling	Private Residence	06-0x	SANDY
47	371190013001004	PEOPLES BANK INC	CAROLINA VALUE VILLAGE INC	FAMILY DOLLAR STORE	IMBACTO MUSICAL II	SAV WAY FOODS INC	inc-8/15	edu-10/15	empl-6/15	lt5y-6/15	3mu-4/12	popden-10/15	afro-12/13	hetero-2/14	youngm-7/14	own-8/15	sinpar-13/15	Forcible Fondling	Convenience Store	06-0x	CENTRAL
48	371190047001015	CRIME STOPPERS	VERIZON BUSINESS	ALLNET COMMUNICATIONS SERVICES INC	ALEXANDER ST INVESTORS	CHARLOTTE DISPUTE SETTLEMENT	inc-2/15	edu-15/15	empl-2/15	lt5y-8/15	3mu-6/12	popden-3/15	afro-11/13	hetero-2/14	youngm-13/14	own-7/15	sinpar-10/15	Forcible Fondling	Private Residence	06-1x	TRADE
49	371190047001015	BLACKFINN CLT LLC	CONCRETE STRATEGIES LLC	FLAHERTY & COLLINS CONSTRUCTION	THE RITZ CARLTON HOTEL COMPANY LLC	ILLUM'E	inc-2/15	edu-15/15	empl-2/15	lt5y-8/15	3mu-6/12	popden-3/15	afro-11/13	hetero-2/14	youngm-13/14	own-7/15	sinpar-10/15	Forcible Fondling	Hotel/Motel	06-1x	TRADE
50	371190047001015	CRIME STOPPERS	VERIZON BUSINESS	ALLNET COMMUNICATIONS SERVICES INC	ALEXANDER ST INVESTORS	CHARLOTTE DISPUTE SETTLEMENT	inc-2/15	edu-15/15	empl-2/15	lt5y-8/15	3mu-6/12	popden-3/15	afro-11/13	hetero-2/14	youngm-13/14	own-7/15	sinpar-10/15	Forcible Fondling	Other - Residential	06-2x	TRADE
51	371190026001012	AVIS RENT A CAR	PRESENTATION SERVICES	SARAHS GIFT & SPORTS	HILTON CHARLOTTE CENTER CITY	hotels	inc-12/15	edu-12/15	empl-4/15	lt5y-11/15	3mu-9/12	popden-6/15	afro-10/13	hetero-6/14	youngm-11/14	own-2/15	sinpar-4/15	Forcible Fondling	Hotel/Motel	06-2x	3RD
52	371190005002004	SOUTHERN PAN SERVICES CO (A CORP)	BANK OF AMERICA CORP	BANK OF AMERICA NATIONAL ASSOCIATIO	DUKE ENERGY	JUNS DRY CLEANERS	inc-13/15	edu-14/15	empl-14/15	lt5y-14/15	3mu-12/12	popden-15/15	afro-6/13	hetero-12/14	youngm-12/14	own-1/15	sinpar-5/15	Forcible Fondling	Other - Open Area	06-2x	5TH
53	371190051002001	SPIRIT OF TRUTH ASSEMBLY	ALLIED METAL FINISHING INC	V & H INC	CAROLINAS AUTO MACHINE INC	LOVE WRECKER SVC	inc-10/15	edu-3/15	empl-2/15	lt5y-5/15	3mu-5/12	popden-8/15	afro-13/13	hetero-8/14	youngm-7/14	own-6/15	sinpar-15/15	Forcible Fondling	Private Residence	07-0x	RACHEL
54	371190013001013	WINDSOR HARBOR	METHODIST HOME RECREATION CTR	360 HAIR SALON	CHARLOTTE MUSEUM HISTORY	ANN'S BEAUTY SALON	inc-8/15	edu-10/15	empl-6/15	lt5y-6/15	3mu-4/12	popden-9/15	afro-4/13	hetero-8/14	youngm-3/14	own-9/15	sinpar-3/15	Forcible Fondling	Apartment/Duplex Private Res	07-1x	SHAMROCK
55	371190010002010	SCOTT MILLER PLUMBING INC	CITI ARTS ART & URBAN PLANNING	THE URBAN FARMER INC	TWO SENSE STUDIOS INC	DIAZ AUTO PAINTING & BODY SHOP	inc-14/15	edu-12/15	empl-13/15	lt5y-4/15	3mu-4/12	popden-14/15	afro-7/13	hetero-12/14	youngm-2/14	own-4/15	sinpar-4/15	Forcible Fondling	Private Residence	07-1x	FULTON
56	371190030161000	SOUTHERN MOVING INC	GE CO	HAMILTON MANAGEMENT GROUP INC	MACCURDY & ASSOCIATES	CAROLINA PUBLISHING ASSOCIATES INC	inc-11/15	edu-11/15	empl-7/15	lt5y-13/15	3mu-10/12	popden-10/15	afro-4/13	hetero-11/14	youngm-6/14	own-2/15	sinpar-6/15	Forcible Fondling	Private Residence	07-2x	NEEDHAM
57	371190047001015	CRIME STOPPERS	VERIZON BUSINESS	ALLNET COMMUNICATIONS SERVICES INC	ALEXANDER ST INVESTORS	CHARLOTTE DISPUTE SETTLEMENT	inc-2/15	edu-15/15	empl-2/15	lt5y-8/15	3mu-6/12	popden-3/15	afro-11/13	hetero-2/14	youngm-13/14	own-7/15	sinpar-10/15	Forcible Fondling	Private Residence	08-0x	TRADE
58	371190047001015	CRIME STOPPERS	VERIZON BUSINESS	ALLNET COMMUNICATIONS SERVICES INC	ALEXANDER ST INVESTORS	CHARLOTTE DISPUTE SETTLEMENT	inc-2/15	edu-15/15	empl-2/15	lt5y-8/15	3mu-6/12	popden-3/15	afro-11/13	hetero-2/14	youngm-13/14	own-7/15	sinpar-10/15	Forcible Fondling	Private Residence	08-0x	TRADE
59	371190054011004	LEBIAN & GAY COMMUNITY CTR	OUTLAW BIKER ENTERPRISES INC	BULLZEYE INC	ONE VOICE CHORUS	GAY & LESBIAN SWITCHBOARD	inc-9/15	edu-12/15	empl-12/15	lt5y-7/15	3mu-7/12	popden-15/15	afro-8/13	hetero-12/14	youngm-9/14	own-12/15	sinpar-11/15	Forcible Fondling	Bar/Tavern/Nightclub	08-0x	HAMILTON
60	371190039023003	JEHOVAH'S WITNESSES	GILLIAM LOCK & KEY	CAROLINA TOWING	DIANES CATERERS & CATERING	MS WANDA NURSERY	inc-5/15	edu-3/15	empl-13/15	lt5y-13/15	3mu-9/12	popden-5/15	afro-12/13	hetero-1/14	youngm-10/14	own-1/15	sinpar-9/15	Forcible Fondling	Private Residence	08-1x	CLANTON
61	371190007001022	SEIGLE AVENUE CHURCH OF GOD	YOUNG WOMENS CHRISTIAN ASSOC	CHARLOTTE MECKLENBURG WORKFORCE DEV	GOOD FELLOWS' CLUB	BELMONT CENTER LIBRARY	inc-10/15	edu-2/15	empl-7/15	lt5y-5/15	3mu-10/12	popden-1/15	afro-5/13	hetero-8/14	youngm-11/14	own-9/15	sinpar-3/15	Forcible Fondling	Private Residence	08-2x	PARKWOOD
62	371190029041002	CARMEL-ON-PROVIDENCE APTS	park	CIRCLE K	T B A A INC	EXXON EXPRESS	inc-13/15	edu-3/15	empl-11/15	lt5y-1/15	3mu-1/12	popden-7/15	afro-1/13	hetero-2/14	youngm-1/14	own-15/15	sinpar-1/15	Forcible Fondling	Apartment/Duplex Private Res	08-2x	KNOB OAK
63	371190032012002	THE ROASTING COMPANY LLC	COLLINSWOOD ELEMENTARY	STANLEY HOME PRODUCTS	SOUTHGATE APARTMENTS	RIVERWORKS INVT CORP	inc-9/15	edu-12/15	empl-11/15	lt5y-9/15	3mu-7/12	popden-10/15	afro-5/13	hetero-14/14	youngm-10/14	own-2/15	sinpar-8/15	Forcible Fondling	Apartment/Duplex Private Res	09-0x	CONWAY
64	371190013001004	TURNER CHIROPRACTIC CLINIC PA	NICKS AUTO REPAIR INC	ENDURADECK INC	JAMES YOUNG CPA PLLC	ROWELL'S HAIR CARE	inc-8/15	edu-10/15	empl-6/15	lt5y-6/15	3mu-4/12	popden-10/15	afro-12/13	hetero-2/14	youngm-7/14	own-8/15	sinpar-13/15	Forcible Fondling	Day Care	09-0x	CENTRAL
65	371190029032017	MODERN SALON INC	BEDSIDE MANOR	VIA VENETO	FORE THE LINKS	CAPITOL	inc-15/15	edu-7/15	empl-2/15	lt5y-1/15	3mu-1/12	popden-2/15	afro-1/13	hetero-1/14	youngm-5/14	own-13/15	sinpar-3/15	Forcible Fondling	Other - Residential	09-0x	PHILLIPS PLACE
66	371190031061001	YOUNG WOMENS CHRISTIAN ASSOC	CAROLINA PLASTIC CO	MINH HONG	ARCHDALE CHURCH OF CHRIST	CHARLOTTE TENNIS	inc-10/15	edu-6/15	empl-13/15	lt5y-6/15	3mu-7/12	popden-5/15	afro-1/13	hetero-7/14	youngm-2/14	own-12/15	sinpar-9/15	Forcible Fondling	Other - Open Area	09-1x	LEAFCREST
67	371190047001015	CRIME STOPPERS	VERIZON BUSINESS	ALLNET COMMUNICATIONS SERVICES INC	ALEXANDER ST INVESTORS	CHARLOTTE DISPUTE SETTLEMENT	inc-2/15	edu-15/15	empl-2/15	lt5y-8/15	3mu-6/12	popden-3/15	afro-11/13	hetero-2/14	youngm-13/14	own-7/15	sinpar-10/15	Forcible Fondling	Private Residence	09-2x	TRADE
68	371190025002018	A FRUIT BASKET INC	LATIN AMERICAN CHAMBER-CMMRC	INSTITUTE-ENTREPRENEURSHIP	CUISINE MALAYA	LEOS DELICATESSEN	inc-12/15	edu-15/15	empl-11/15	lt5y-5/15	3mu-9/12	popden-13/15	afro-1/13	hetero-5/14	youngm-4/14	own-6/15	sinpar-1/15	Forcible Fondling	Other - Open Area	09-2x	CHARLOTTETOWNE
69	371190047001015	THE RITZ CARLTON HOTEL COMPANY LLC	hotels	FIRST IMPRESSION AUTO CARE INC	LINCOLN HARRIS	DELOITTE & TOUCHE SERVICES LP	inc-2/15	edu-15/15	empl-2/15	lt5y-8/15	3mu-6/12	popden-3/15	afro-11/13	hetero-2/14	youngm-13/14	own-7/15	sinpar-10/15	Forcible Fondling	Hotel/Motel	10-0x	TRADE
70	371190045001000	GHS TAX SOLUTIONS	R D HELMS TRANSFER CO	STEWART STREAM APARTMENTS	ENGINE TECH WORLD INC	BIBLE WAY CHURCH WORLDWIDE	inc-2/15	edu-13/15	empl-1/15	lt5y-9/15	3mu-5/12	popden-12/15	afro-11/13	hetero-4/14	youngm-8/14	own-3/15	sinpar-15/15	Forcible Fondling	Private Residence	10-0x	HONEYWOOD
71	371190038023020	MASSAGE ENVY	FRAME WAREHOUSE INC	CHARLOTTE YOGA LLC	CREATIVE NAILS & TAN	EDWARD D. JONES & CO.	inc-6/15	edu-1/15	empl-7/15	lt5y-3/15	3mu-1/12	popden-6/15	afro-7/13	hetero-10/14	youngm-8/14	own-5/15	sinpar-6/15	Forcible Fondling	Other - Retail	10-1x	WOODLAWN
72	371190005001006	PIEDMONT OPEN MIDDLE SCHOOL	CHARLOTTE MECKLENBURG SCHL	ALPHA & OMEGA ENCOURAGEMENT	GALILEAN DELIVERANCE CTR CHR	ALLISON FENCE CO (A CORP)	inc-12/15	edu-14/15	empl-14/15	lt5y-10/15	3mu-12/12	popden-15/15	afro-6/13	hetero-2/14	youngm-13/14	own-12/15	sinpar-7/15	Forcible Fondling	School - Primary or Secondary	10-1x	10TH
73	371190048001013	EVANS TOURS	CONVENIENCE SHOP MART	LA SALLE AT LINCOLN HEIGHTS	LITTLE BEARS DEN	TALKIN' THREADS BOUTIQUE	inc-6/15	edu-6/15	empl-10/15	lt5y-6/15	3mu-5/12	popden-14/15	afro-12/13	hetero-1/14	youngm-2/14	own-3/15	sinpar-1/15	Forcible Fondling	Private Residence	10-1x	LASALLE
74	371190030121006	QUAIL HOLLOW MIDDLE SCHOOL	FRED H STUBBLEFIELD JR	QUAIL HOLLOW PRESBYTERIAN CHR	QUAIL HOLLOW PRESBYTERIAN SCHL	MOVING DETAILS INC	inc-15/15	edu-4/15	empl-4/15	lt5y-5/15	3mu-7/12	popden-3/15	afro-1/13	hetero-2/14	youngm-1/14	own-7/15	sinpar-1/15	Forcible Fondling	Woods	10-2x	SMITHFIELD CHURCH
75	371190042004010	CORRECTION DEPT PRISON DIV	KEITH CLINIC OF CHIROPRACTIC P A	ROBERT E SCOTT DMD	HAROLD B WEISMAN DMD	COLEMAN TOWING & RECOVERY	inc-5/15	edu-7/15	empl-2/15	lt5y-5/15	3mu-2/12	popden-8/15	afro-8/13	hetero-3/14	youngm-10/14	own-9/15	sinpar-13/15	Forcible Fondling	Private Residence	10-2x	AVALON
76	371190047001015	CRIME STOPPERS	VERIZON BUSINESS	ALLNET COMMUNICATIONS SERVICES INC	ALEXANDER ST INVESTORS	CHARLOTTE DISPUTE SETTLEMENT	inc-2/15	edu-15/15	empl-2/15	lt5y-8/15	3mu-6/12	popden-3/15	afro-11/13	hetero-2/14	youngm-13/14	own-7/15	sinpar-10/15	Forcible Fondling	Private Residence	10-2x	TRADE
77	371190017021004	ANOTHER DAY INC	REID LAWN & LANDSCAPE INC	I SILVER INC	H&R BLOCK	DA SHOPPE	inc-7/15	edu-4/15	empl-12/15	lt5y-11/15	3mu-8/12	popden-3/15	afro-7/13	hetero-12/14	youngm-7/14	own-15/15	sinpar-3/15	Forcible Fondling	Street/Highway	11-0x	DRIFTWOOD
78	371190030072003	CARMEL MIDDLE SCHOOL	LAUREL THOMPSON INTERIORS	US CHEMICAL STORAGE	LAUREL CREEK PARTNERS INC	CAROLEEN TRADING CO INC	inc-14/15	edu-12/15	empl-6/15	lt5y-1/15	3mu-1/12	popden-4/15	afro-2/13	hetero-7/14	youngm-4/14	own-15/15	sinpar-8/15	Forcible Fondling	School - Primary or Secondary	11-0x	CAMILLA
79	371190005003013	GREENS LUNCH INC	V LOUNGE	drinking	SOUTHERN ELEVATOR COMPANY INC	TORRENCE DOCUMENT SERVICES	inc-11/15	edu-14/15	empl-10/15	lt5y-10/15	3mu-9/12	popden-14/15	afro-6/13	hetero-11/14	youngm-3/14	own-12/15	sinpar-7/15	Forcible Fondling	Bar/Tavern/Nightclub	11-1x	4TH
80	371190047001015	CRIME STOPPERS	VERIZON BUSINESS	ALLNET COMMUNICATIONS SERVICES INC	ALEXANDER ST INVESTORS	CHARLOTTE DISPUTE SETTLEMENT	inc-2/15	edu-15/15	empl-2/15	lt5y-8/15	3mu-6/12	popden-3/15	afro-11/13	hetero-2/14	youngm-13/14	own-7/15	sinpar-10/15	Forcible Fondling	Private Residence	11-1x	TRADE
81	371190031061016	GRAND OAKS APARTMENTS	TUESDAY MORNING INC	GOODWILL INDUSTRIES INC	RENT WAY INC	PIEDMONT FAMILY RESTAURANT	inc-10/15	edu-6/15	empl-13/15	lt5y-6/15	3mu-7/12	popden-9/15	afro-4/13	hetero-14/14	youngm-7/14	own-9/15	sinpar-4/15	Forcible Fondling	Apartment/Duplex Private Res	11-1x	WISTERIA
82	371190035001014	CHS REAL ESTATE	CHS CORPORATE OFFICE	CHARLOTTE MECKLENBURG HOSPITAL	ARAMARK MANAGEMENT SERVICES LP	GARDEN FRESH DELI INC	inc-14/15	edu-9/15	empl-13/15	lt5y-9/15	3mu-10/12	popden-4/15	afro-2/13	hetero-4/14	youngm-5/14	own-4/15	sinpar-3/15	Forcible Fondling	Street/Highway	11-2x	BLYTHE
83	371190030131008	BRIAN LEE ELLIS	PRO ENERGY MARKETING INC	MORTGAGE LIGHTHOUSE	ME DEVCO NC LTD	PAPER CHASE	inc-14/15	edu-9/15	empl-10/15	lt5y-4/15	3mu-6/12	popden-11/15	afro-1/13	hetero-1/14	youngm-2/14	own-15/15	sinpar-3/15	Forcible Fondling	Apartment/Duplex Private Res	11-2x	REAFIELD
84	371190015051009	YOLANDA CLEANING SERVICE INC	A-1 CARPET & RUG CLEANING	ALL STATE HEATING & COOLING	LIFESPAN EDUCATIONAL SERVICES	BOSTIAN PHILLIP L, CPA	inc-8/15	edu-7/15	empl-10/15	lt5y-3/15	3mu-2/12	popden-2/15	afro-4/13	hetero-13/14	youngm-4/14	own-11/15	sinpar-7/15	Forcible Fondling	Private Residence	11-2x	DOUGHERTY
85	371190047001015	CRIME STOPPERS	VERIZON BUSINESS	ALLNET COMMUNICATIONS SERVICES INC	ALEXANDER ST INVESTORS	CHARLOTTE DISPUTE SETTLEMENT	inc-2/15	edu-15/15	empl-2/15	lt5y-8/15	3mu-6/12	popden-3/15	afro-11/13	hetero-2/14	youngm-13/14	own-7/15	sinpar-10/15	Forcible Fondling	Private Residence	12-0x	TRADE
86	371190035001014	CHS REAL ESTATE	CHS CORPORATE OFFICE	CHARLOTTE MECKLENBURG HOSPITAL	ARAMARK MANAGEMENT SERVICES LP	GARDEN FRESH DELI INC	inc-14/15	edu-9/15	empl-13/15	lt5y-9/15	3mu-10/12	popden-4/15	afro-2/13	hetero-4/14	youngm-6/14	own-4/15	sinpar-3/15	Forcible Fondling	Hospital/Medical Facility	12-2x	BLYTHE
87	371190052003006	PORT SHERRILL MARKETING INC	EMMANUEL PENTECOSTAL CHURCH	CHARLOTTE FIRE DEPT # 11	CONSOLIDATED ENGRAVERS CORP	STARNES PALLET SVC & REMOVAL	inc-1/15	edu-6/15	empl-1/15	lt5y-12/15	3mu-7/12	popden-12/15	afro-8/13	hetero-11/14	youngm-10/14	own-2/15	sinpar-13/15	Forcible Fondling	Private Residence	12-2x	28TH
0	371190042004010	drinking	WESTSIDE TAVERNS INC	SUNNY FOOD MART LLC	PISGA LODGE	IRON MOUNTAIN INFORMATION MANAGEMEN	inc-5/15	edu-7/15	empl-2/15	lt5y-5/15	3mu-2/12	popden-8/15	afro-8/13	hetero-3/14	youngm-10/14	own-9/15	sinpar-13/15	Murder	Street/Highway	01-2x	AVALON
1	371190040001000	MT ZION CHURCH OF GOD	QUIK MART	J W CLEANING SVC	S & M AUTO INSPECTION INC	BANK OF AMERICA NATIONAL ASSOCIATIO	inc-6/15	edu-3/15	empl-8/15	lt5y-3/15	3mu-4/12	popden-1/15	afro-9/13	hetero-7/14	youngm-7/14	own-6/15	sinpar-13/15	Murder	Street/Highway	05-0x	CAMP GREENE
2	371190047001001	WEST DOWNS APARTMENTS	ANNIE'S DAY CARE INC	GETHSEMANE AME ZION CHURCH	UNITED HOUSE OF PRAYER	GREATER ENRICHMENT PROGRAM	inc-2/15	edu-15/15	empl-2/15	lt5y-8/15	3mu-6/12	popden-11/15	afro-13/13	hetero-11/14	youngm-2/14	own-3/15	sinpar-14/15	Murder	Apartment/Duplex Private Res	05-1x	MATTOON
3	371190046001001	BLAIRS TREE SVC	ETHEL DEVELOPMENTAL DAY CARE	HELTON MANOR WEST ASSISTED	BURGER KING	SUPER MART	inc-6/15	edu-8/15	empl-2/15	lt5y-4/15	3mu-1/12	popden-3/15	afro-10/13	hetero-3/14	youngm-8/14	own-6/15	sinpar-13/15	Murder	Private Residence	06-1x	MONTANA
4	371190045001002	MORRIS HILL BAPTIST CHURCH	NEW BIRTH MISSIONARY BAPT CHR	BIBLE WAY CHURCH WORLDWIDE	BIBLE WAY CHURCH WORLDWIDE	UNIVERSITY CHARLOTTE APTS LLC	inc-2/15	edu-13/15	empl-1/15	lt5y-9/15	3mu-5/12	popden-12/15	afro-11/13	hetero-4/14	youngm-8/14	own-3/15	sinpar-15/15	Murder	Private Residence	06-2x	PENNSYLVANIA
5	371190053011000	HOWARD JOHNSON EXPRESS	hotels	VIDEO EXTRA	AUSTIN TARPAULIN CO	TAR HEEL STERLING TRUCK CTR	inc-4/15	edu-5/15	empl-5/15	lt5y-13/15	3mu-11/12	popden-14/15	afro-7/13	hetero-13/14	youngm-11/14	own-5/15	sinpar-12/15	Murder	Hotel/Motel	07-2x	OLD INTERSTATE
6	371190042003006	GOOD HOPE MISSIONARY BAPTIST	KAMIT NATURAL FOODS	OUR PLACE BAR & GRILL	RESTORATION HOME MISSION	PARKVIEW	inc-1/15	edu-14/15	empl-1/15	lt5y-14/15	3mu-2/12	popden-7/15	afro-13/13	hetero-9/14	youngm-3/14	own-4/15	sinpar-10/15	Murder	Apartment/Duplex Private Res	08-1x	EFFINGHAM
7	371190052003001	WALLS MEMORIAL AME ZION	WOTCO INC	SIR SPEEDY PRINTING CTR	E MOORE & SON ELECTRIC LLC	DATA-DOC INC	inc-1/15	edu-6/15	empl-1/15	lt5y-12/15	3mu-7/12	popden-12/15	afro-12/13	hetero-11/14	youngm-7/14	own-3/15	sinpar-13/15	Murder	Private Residence	08-2x	GRIMES
8	371190013001004	CAROLINA TELCO FEDERAL CREDIT UNION	EL REY DEL POLLO INC	EL LOCO FARMERS MARKET	EL LOCO FARMER'S MARKET	COCINA LATINA	inc-8/15	edu-10/15	empl-6/15	lt5y-6/15	3mu-4/12	popden-10/15	afro-12/13	hetero-2/14	youngm-7/14	own-8/15	sinpar-13/15	Murder	Apartment/Duplex Private Res	08-2x	CENTRAL
